riisto	N	
riffi	N	
työväenyhdistys	N	
turkis	N	
tinnitus	N	
tiilitehdas	N	
teoreema	N	
televisioyhtiö	N	
tallenne	N	
säätäminen	N	
sunni	N	
sotilasakatemia	N	
sosiaaliliberalismi	N	
siemensyöksy	N	
siemenneste	N	
selonteko	N	
sairaalahoito	N	
saarnahuonekunta	N	
räpylä	N	
ryöstöretki	N	
riff	N	
ravintokasvi	N	
ratapiha	N	
rantavesi	N	
rakettimoottori	N	
radiosoitto	N	
raati	N	
pöytäkone	N	
pääsääntö	N	
päälliköö	N	
pää-äänenkannattaja	N	
päivänvalo	N	
putoaminen	N	
punjabi	N	
prosenttiyksikkö	N	
presidentinvirka	N	
ponsi	N	
pintakerros	N	
pientaloalue	N	
pesue	N	
perhe-elämä	N	
pelimuoto	N	
pamfletti	N	
painajainen	N	
ottelija	N	
nuoruusvuosi	N	
naama	N	
muumio	N	
muistokivi	N	
muistelmateos	N	
mikrotaloustiede	N	
messierä	N	
marttyyri	N	
mara	N	
management	N	
mallas	N	
maalintekijä	N	
maailmankatsomus	N	
länsisatama	N	
lähiseutu	N	
luuranko	N	
luolasto	N	
louhinta	N	
lopputuote	N	
liikekeskus	N	
lihassolu	N	
lentokoneteollisuus	N	
lentokonetehdas	N	
lento-onnettomuus	N	
lennosto	N	
laskin	N	
laivue	N	
laivaliikenne	N	
laitama	N	
käänteisfunktio	N	
kytkentä	N	
kuvankäsittelyohjelma	N	
kuvatiedosto	N	
kuusikko	N	
kuolinvuode	N	
kulttuuritalo	N	
kovakuoriainen	N	
kotitalo	N	
korkea-aste	N	
konsentraatio	N	
kolumni	N	
kohokohta	N	
koboltti	N	
kirkkojärvi	N	
kirjoituskone	N	
kilotonni	N	
kesä-heinäkuu	N	
kertaluku	N	
kerrostuma	N	
kerrannaisyksikkö	N	
katumus	N	
kasvatustiede	N	
karsintakierros	N	
kaivopuisto	N	
jääpeite	N	
julkistaminen	N	
julkaisutoiminta	N	
jokisuu	N	
jatkuminen	N	
jalkaväenkenraali	N	
itiö	N	
istunta	N	
iskulause	N	
irrationaaliluku	N	
ikirouta	N	
ihailu	N	
hätänumero	N	
hybridi	N	
huutomerkki	N	
huippunopeus	N	
huippukokous	N	
honka	N	
hippiäinen	N	
hintataso	N	
henkilötunnus	N	
helluntaikirkko	N	
hautaus	N	
harjanne	N	
haittapuoli	N	
guru	N	
galaksijoukko	N	
fenomenologi	N	
facto	N	
etruski	N	
esiintyvyys	N	
elokuvasarja	N	
ellipsi	N	
elintoiminto	N	
duetto	N	
diabeetikko	N	
classic	N	
asukastiheys	N	
asianosainen	N	
asemanseutu	N	
arvojärjestys	N	
arkkitehtitoimisto	N	
alatalo	N	
ajuri	N	
aikuisikä	N	
agnostikko	N	
äänimaailma	N	
yuan-dynastia	N	
yläpinta	N	
yläperä	N	
yksinvalta	N	
western	N	
väärinkäsitys	N	
väestölaskenta	N	
vuosipäivä	N	
voimistelu	N	
voimakeino	N	
viidakko	N	
vesivoimalaitos	N	
vesimolekyyli	N	
vesivoimalaitos	N	
vertaisverkko	N	
verottaja	N	
vastavoima	N	
vastaanottaminen	N	
vaskitsa	N	
varustamo	N	
varapääministeri	N	
vanhainkoti	N	
valtiontalous	N	
valtionrautatie	N	
vaikutin	N	
uusiminen	N	
utopia	N	
uskonnonvapauslaki	N	
ulkosaari	N	
tuominen	N	
tunnetila	N	
tukialue	N	
tuholainen	N	
tomismi	N	
toipuminen	N	
toimihenkilö	N	
todenperäisyys	N	
tislaus	N	
tieteiselokuva	N	
tienhaara	N	
teleskooppi	N	
tehoste	N	
teesi	N	
tavarajuna	N	
taustasäteily	N	
taajuusmuuttaja	N	
särkänniemi	N	
säestys	N	
syrjäseutu	N	
suupohja	N	
staattori	N	
spektriviiva	N	
sotilaskomentaja	N	
sotahistoria	N	
sokeriruoko	N	
skotti	N	
sivurooli	N	
sisäelin	N	
sisus	N	
sirpale	N	
sinetti	N	
sijoituspaikka	N	
siirtomaakausi	N	
seikkailija	N	
saattaminen	N	
rokotusohjelma	N	
risteilijä	N	
rikoksentekijä	N	
riki	N	
remonttiryhmä	N	
realisti	N	
reaktanssi	N	
raviurheilu	N	
ratas	N	
raskasmetalli	N	
rantatie	N	
rakennusvaihe	N	
raippaluoto	N	
rahvas	N	
pörssiyhtiö	N	
päävalmentaja	N	
pääteasema	N	
päärooli	N	
pääpiirre	N	
pääkaupunkialue	N	
päähaara	N	
pääkaupunkialue	N	
pyörimisnopeus	N	
pyörimisliike	N	
purjehtija	N	
pulsari	N	
prikaatikenraali	N	
pokaali	N	
pohjois-eteläsuunta	N	
pituuskasvu	N	
pienuus	N	
perustuslakivaliokunta	N	
perheyritys	N	
peitenimi	N	
partio	N	
pappisvirka	N	
paperikone	N	
palkintokoroke	N	
pakottaminen	N	
oikeudenala	N	
nouseminen	N	
nominatiivi	N	
niveljalkainen	N	
nimittäjä	N	
negatiivi	N	
nanometri	N	
muodostus	N	
muistaminen	N	
moottorivaunu	N	
mesoni	N	
menševikki	N	
melonta	N	
matkapuhelinverkko	N	
maori	N	
mangaani	N	
mamelukki	N	
mahalaukku	N	
lyömäsoitin	N	
luovutus	N	
luonteenpiirre	N	
